faceoffWinPct,gamesPlayed,goalsAgainst,goalsAgainstPerGame,goalsFor,goalsForPerGame,losses,otLosses,penaltyKillNetPct,penaltyKillPct,pointPct,points,powerPlayNetPct,powerPlayPct,regulationAndOtWins,seasonId,shotsAgainstPerGame,shotsForPerGame,teamFullName,teamId,teamShutouts,ties,wins,winsInRegulation,winsInShootout,season
0.502918,82,284,3.46341,219,2.67073,43,11,0.778723,0.761703,0.40853,67,0.1417,0.165991,26,20172018,33.07317,30.67073,Ottawa Senators,9,2,,28,18,2,2017-2018
0.515323,82,278,3.39024,198,2.41463,45,12,0.817021,0.778724,0.37804,62,0.15175,0.190661,24,20172018,32.69512,31.18292,Buffalo Sabres,7,3,,25,19,1,2017-2018
0.498432,82,177,2.15853,261,3.18292,19,8,0.856617,0.838236,0.71951,118,0.218623,0.230769,53,20162017,27.82926,30.42682,Washington Capitals,15,12,,55,45,2,2016-2017
0.475746,82,229,2.79268,278,3.39024,21,11,0.81712,0.797666,0.67682,111,0.203846,0.230769,46,20162017,32.57317,33.4756,Pittsburgh Penguins,5,5,,50,40,4,2016-2017
0.474734,82,212,2.58536,240,2.92682,23,9,0.78199,0.777252,0.66463,109,0.150214,0.180257,46,20162017,31.39024,30.58536,Chicago Blackhawks,16,4,,50,37,4,2016-2017
0.486333,82,193,2.35365,247,3.01219,24,8,0.869955,0.825113,0.65853,108,0.189573,0.199052,48,20162017,30.35365,30.9756,Columbus Blue Jackets,29,8,,50,39,2,2016-2017
0.519454,82,206,2.51219,263,3.20731,25,8,0.852534,0.829494,0.64634,106,0.196428,0.209821,46,20162017,30.06097,30.81707,Minnesota Wild,30,5,,49,42,3,2016-2017
0.546916,82,197,2.40243,220,2.68292,23,13,0.879003,0.846976,0.64024,105,0.159362,0.18725,43,20162017,29.62195,29.57317,Anaheim Ducks,24,8,,46,40,3,2016-2017
0.5033,82,198,2.41463,223,2.71951,26,9,0.831325,0.811245,0.62804,103,0.170305,0.196506,44,20162017,29.62195,29.9878,Montréal Canadiens,8,5,,47,33,3,2016-2017
0.470371,82,207,2.52439,243,2.96341,26,9,0.825112,0.807175,0.62804,103,0.208163,0.228571,43,20162017,29.46341,31.06097,Edmonton Oilers,22,7,,47,37,4,2016-2017
0.483758,82,216,2.63414,253,3.08536,28,6,0.838565,0.798207,0.62195,102,0.180257,0.201716,45,20162017,30.06097,29.7317,New York Rangers,3,7,,48,40,3,2016-2017
0.502784,82,216,2.63414,233,2.84146,29,7,0.859315,0.847909,0.60365,99,0.191489,0.212765,44,20162017,28.37804,28.41463,St. Louis Blues,19,8,,46,38,2,2016-2017
0.481365,82,200,2.43902,219,2.67073,29,7,0.839622,0.806604,0.60365,99,0.142276,0.166666,44,20162017,27.67073,29.91463,San Jose Sharks,28,3,,46,38,2,2016-2017
0.509698,82,210,2.56097,206,2.51219,28,10,0.825203,0.796748,0.59756,98,0.158102,0.16996,38,20162017,30.08536,30.03658,Ottawa Senators,9,10,,44,34,6,2016-2017
0.532408,82,209,2.54878,232,2.82926,31,7,0.894339,0.856604,0.57926,95,0.192622,0.217213,42,20162017,26.75609,33.18292,Boston Bruins,6,8,,44,38,2,2016-2017
0.498715,82,234,2.85365,250,3.04878,27,15,0.848605,0.824702,0.57926,95,0.209016,0.237704,39,20162017,32.59756,31.91463,Toronto Maple Leafs,10,5,,40,33,1,2016-2017
0.489336,82,219,2.67073,222,2.70731,33,4,0.844765,0.815885,0.57317,94,0.182879,0.202334,41,20162017,28.70731,29.12195,Calgary Flames,20,5,,45,32,4,2016-2017
0.476629,82,224,2.7317,230,2.80487,30,10,0.829457,0.813954,0.57317,94,0.198529,0.227941,38,20162017,30.39024,29.90243,Tampa Bay Lightning,14,3,,42,32,4,2016-2017
0.514449,82,220,2.68292,238,2.90243,29,12,0.858921,0.809129,0.57317,94,0.166023,0.189189,39,20162017,30.14634,31.18292,Nashville Predators,18,4,,41,35,2,2016-2017
0.476903,82,238,2.90243,239,2.91463,29,12,0.841409,0.819384,0.57317,94,0.119658,0.149572,39,20162017,31.90243,30.2439,New York Islanders,2,5,,41,33,2,2016-2017
0.52275,82,231,2.81707,212,2.58536,33,10,0.813765,0.797571,0.53658,88,0.162454,0.194945,32,20162017,28.46341,31.52439,Philadelphia Flyers,4,5,,39,25,7,2016-2017
0.485122,82,255,3.10975,246,3.0,35,7,0.810909,0.774546,0.53048,87,0.147727,0.181818,37,20162017,31.04878,29.85365,Winnipeg Jets,52,5,,40,33,3,2016-2017
0.53067,82,230,2.80487,212,2.58536,31,15,0.891089,0.841585,0.53048,87,0.151515,0.177489,33,20162017,28.29268,30.40243,Carolina Hurricanes,12,3,,36,28,3,2016-2017
0.507679,82,201,2.45121,199,2.42682,35,8,0.865853,0.845529,0.52439,86,0.178423,0.190871,37,20162017,25.85365,31.13414,Los Angeles Kings,26,9,,39,25,2,2016-2017
0.479292,82,231,2.81707,205,2.5,36,11,0.885714,0.853062,0.4939,81,0.139622,0.169811,30,20162017,31.64634,32.2439,Florida Panthers,13,4,,35,23,5,2016-2017
0.499119,82,260,3.17073,222,2.70731,37,11,0.759036,0.738956,0.4817,79,0.136186,0.178988,33,20162017,29.7439,30.54878,Dallas Stars,25,3,,34,28,1,2016-2017
0.518731,82,244,2.9756,198,2.41463,36,13,0.821276,0.808511,0.4817,79,0.115079,0.150793,24,20162017,30.57317,28.4756,Detroit Red Wings,17,4,,33,17,9,2016-2017
0.496043,82,231,2.81707,199,2.42682,37,12,0.789029,0.776372,0.4756,78,0.227467,0.244635,31,20162017,34.30487,30.37804,Buffalo Sabres,7,3,,33,25,2,2016-2017
0.48,82,258,3.14634,191,2.32926,42,10,0.803846,0.773077,0.42682,70,0.131914,0.161702,24,20162017,34.10975,27.81707,Arizona Coyotes,53,3,,30,20,6,2016-2017
0.492276,82,241,2.93902,180,2.19512,40,14,0.81923,0.796154,0.42682,70,0.12749,0.175298,25,20162017,31.36585,27.79268,New Jersey Devils,1,3,,28,18,3,2016-2017
0.511491,82,241,2.93902,178,2.17073,43,9,0.775784,0.766817,0.42073,69,0.114537,0.140969,26,20162017,31.76829,27.71951,Vancouver Canucks,23,3,,30,19,4,2016-2017
0.536172,82,276,3.36585,165,2.01219,56,4,0.784671,0.766424,0.29268,48,0.117154,0.125523,21,20162017,31.7439,28.08536,Colorado Avalanche,21,3,,22,14,1,2016-2017
